OA21CD,National_P,OA_Populat,pop_in_threshold
E00116916,New Forest,215,214.99999999999997
E00116917,New Forest,114,114.0
E00116922,New Forest,378,41.74233128834356
E00116925,New Forest,241,232.54385964912282
E00116926,New Forest,266,266.0
E00116931,New Forest,170,170.0
E00116932,New Forest,278,278.0
E00116935,New Forest,326,76.29787234042553
E00116937,New Forest,299,299.0
E00116939,New Forest,372,39.27950310559006
E00116947,New Forest,291,141.76923076923077
E00116948,New Forest,214,213.99999999999997
E00116951,New Forest,311,13.62043795620438
E00116991,New Forest,238,26.444444444444443
E00116995,New Forest,115,21.698113207547173
E00116996,New Forest,284,284.0
E00116998,New Forest,282,228.8360655737705
E00116999,New Forest,273,164.74137931034483
E00117000,New Forest,306,251.86153846153846
E00117001,New Forest,270,263.7692307692308
E00117002,New Forest,298,298.0
E00117003,New Forest,251,251.0
E00117004,New Forest,178,178.0
E00117026,New Forest,247,13.115044247787612
E00117036,New Forest,373,60.55194805194806
E00117041,New Forest,233,39.45967741935484
E00117045,New Forest,242,242.00000000000003
E00117046,New Forest,296,13.253731343283583
E00117052,New Forest,148,47.882352941176464
E00117077,New Forest,338,48.5875
E00117098,New Forest,334,334.0
E00117099,New Forest,230,230.0
E00117100,New Forest,219,219.0
E00117101,New Forest,304,304.0
E00117102,New Forest,271,271.0
E00117103,New Forest,302,302.0
E00117106,New Forest,225,225.0
E00117107,New Forest,142,142.0
E00117108,New Forest,212,212.0
E00117109,New Forest,211,211.0
E00117110,New Forest,238,238.0
E00117117,New Forest,465,133.90052356020942
E00117128,New Forest,368,177.42857142857142
E00117170,New Forest,207,150.32142857142858
E00117173,New Forest,465,23.134328358208954
E00117176,New Forest,352,41.030674846625764
E00117187,New Forest,303,45.657534246575345
E00117189,New Forest,277,277.0
E00117190,New Forest,315,63.0
E00117193,New Forest,140,140.0
E00117194,New Forest,330,267.37226277372264
E00117197,New Forest,300,103.27868852459017
E00117198,New Forest,435,82.59493670886076
E00117235,New Forest,237,55.76470588235294
E00117682,New Forest,326,44.58119658119658
E00117688,New Forest,253,25.51260504201681
E00117689,New Forest,371,46.375
E00117690,New Forest,288,288.0
E00117973,South Downs,441,33.24120603015076
E00117974,South Downs,468,460.8730964467005
E00117978,South Downs,359,34.19047619047619
E00117986,South Downs,277,15.82857142857143
E00118000,South Downs,306,306.0
E00118001,South Downs,269,269.0
E00118002,South Downs,394,394.0
E00118003,South Downs,357,357.0
E00118004,South Downs,245,244.99999999999997
E00118005,South Downs,235,120.7943925233645
E00118011,South Downs,285,49.565217391304344
E00118019,South Downs,481,481.0
E00118020,South Downs,366,366.0
E00118021,South Downs,278,278.0
E00118022,South Downs,361,361.0
E00118023,South Downs,207,207.0
E00118048,South Downs,411,23.757225433526013
E00118056,South Downs,339,339.0
E00118057,South Downs,349,349.0
E00118058,South Downs,324,324.0
E00118059,South Downs,249,249.0
E00118060,South Downs,459,459.0
E00118061,South Downs,387,387.0
E00118062,South Downs,222,181.63636363636363
E00118063,South Downs,321,321.0
E00118064,South Downs,357,324.96153846153845
E00118065,South Downs,356,253.96178343949043
E00118066,South Downs,274,261.196261682243
E00118067,South Downs,244,239.56363636363636
E00118081,South Downs,330,115.0657894736842
E00118114,South Downs,522,481.62430939226516
E00118115,South Downs,333,326.2040816326531
E00118116,South Downs,438,273.0740740740741
E00118117,South Downs,334,334.0
E00118162,South Downs,519,23.238805970149254
E00118252,South Downs,290,110.24793388429752
E00118253,South Downs,304,31.294117647058826
E00118254,South Downs,347,16.015384615384615
E00118255,South Downs,326,219.98373983739836
E00118257,South Downs,415,35.21212121212121
E00118260,South Downs,131,51.464285714285715
E00118261,South Downs,206,205.99999999999997
E00118262,South Downs,361,71.75155279503106
E00118286,South Downs,174,174.0
E00118287,South Downs,488,488.00000000000006
E00118288,South Downs,217,217.0
E00118289,South Downs,241,241.0
E00118290,South Downs,220,220.0
E00118291,South Downs,394,394.0
E00118292,South Downs,424,424.0
E00118302,South Downs,335,15.177993527508093
E00118304,South Downs,373,25.43181818181818
E00127727,Yorkshire Dales,224,16.59259259259259
E00127732,Yorkshire Dales,235,158.8425925925926
E00134697,The Broads,414,24.885245901639344
E00134701,The Broads,383,58.576470588235296
E00134706,The Broads,499,94.94247787610621
E00134715,The Broads,228,64.04494382022472
E00134717,The Broads,267,38.448
E00134720,The Broads,230,19.574468085106382
E00134739,The Broads,218,99.91666666666667
E00134741,The Broads,230,15.784313725490197
E00134851,The Broads,423,38.25
E00134855,The Broads,317,58.7037037037037
E00134856,The Broads,362,123.55688622754491
E00135042,The Broads,363,155.81603773584905
E00135058,The Broads,141,84.6
E00135059,The Broads,193,94.86440677966102
E00135060,The Broads,219,80.48717948717949
E00135140,The Broads,186,84.08219178082192
E00135205,The Broads,246,127.73076923076923
E00135212,The Broads,400,133.33333333333334
E00135214,The Broads,278,42.256
E00135215,The Broads,323,35.641379310344824
E00135216,The Broads,177,45.38461538461539
E00135217,The Broads,410,122.46753246753248
E00135218,The Broads,301,222.57042253521126
E00135248,The Broads,366,31.28205128205128
E00135250,The Broads,269,94.8273381294964
E00135251,The Broads,269,19.726666666666667
E00135252,The Broads,249,62.25000000000001
E00135319,The Broads,311,114.71311475409836
E00135355,The Broads,130,46.690140845070424
E00135364,The Broads,417,146.65677966101694
E00135366,The Broads,350,16.766467065868262
E00135367,The Broads,311,57.75714285714286
E00135368,The Broads,203,126.5764705882353
E00135376,The Broads,214,50.581818181818186
E00135938,The Broads,332,133.609756097561
E00135969,The Broads,197,128.27906976744185
E00135974,The Broads,292,161.32596685082873
E00136099,The Broads,266,116.11111111111111
E00136103,The Broads,453,130.96208530805688
E00136104,The Broads,231,110.65868263473052
E00136107,The Broads,316,142.04040404040404
E00136108,The Broads,279,48.172661870503596
E00136142,The Broads,188,59.23287671232877
E00136195,The Broads,275,32.90598290598291
E00136202,The Broads,290,103.11111111111111
E00136203,The Broads,234,30.94214876033058
E00136204,The Broads,268,61.20987654320988
E00136207,The Broads,322,108.41206030150754
E00136214,The Broads,167,14.084337349397591
E00136559,The Broads,287,69.1566265060241
E00136718,The Broads,296,30.88695652173913
E00136719,The Broads,496,197.8426966292135
E00136784,The Broads,513,341.3104838709677
E00136785,The Broads,175,7.954545454545454
E00136792,The Broads,283,13.476190476190476
E00136815,The Broads,170,54.92307692307693
E00136816,The Broads,409,65.26595744680851
E00136817,The Broads,382,49.359550561797754
E00136821,The Broads,239,19.916666666666664
E00136882,The Broads,345,22.549019607843135
E00136884,The Broads,340,26.78787878787879
E00136976,The Broads,321,60.1875
E00136977,The Broads,198,11.647058823529413
E00136979,The Broads,423,27.73770491803279
E00136983,The Broads,174,15.130434782608695
E00137016,The Broads,461,29.80603448275862
E00137044,The Broads,283,27.661654135338345
E00137045,The Broads,292,29.445378151260506
E00137046,The Broads,353,52.949999999999996
E00137047,The Broads,108,19.636363636363637
E00137048,The Broads,311,54.736
E00139236,Northumberland,168,128.1
E00139237,Northumberland,218,176.3818181818182
E00139238,Northumberland,263,164.6115107913669
E00139239,Northumberland,137,48.35294117647059
E00139255,Northumberland,100,6.521739130434782
E00139268,Northumberland,186,27.555555555555557
E00139290,Northumberland,285,46.849315068493155
E00139306,Northumberland,265,42.159090909090914
E00139307,Northumberland,126,39.27272727272727
E00139328,Northumberland,210,94.08
E00139847,Northumberland,221,76.78813559322033
E00139874,Northumberland,364,16.08839779005525
E00139875,Northumberland,345,29.677419354838708
E00139876,Northumberland,388,50.41807909604519
E00139878,Northumberland,197,44.01063829787234
E00139879,Northumberland,252,21.176470588235293
E00139891,Northumberland,282,18.940298507462686
E00139895,Northumberland,308,30.52252252252252
E00139980,Northumberland,439,46.52995391705068
E00139982,Northumberland,310,180.50632911392404
E00140008,Northumberland,216,100.67796610169492
E00140010,Northumberland,269,252.06993006993005
E00140020,Northumberland,185,22.023809523809526
E00140023,Northumberland,254,148.336
E00140262,Yorkshire Dales,206,206.0
E00140265,Yorkshire Dales,158,158.0
E00140266,Yorkshire Dales,168,168.0
E00140269,Yorkshire Dales,150,150.0
E00140270,Yorkshire Dales,149,149.0
E00140290,Yorkshire Dales,353,353.0
E00140291,Yorkshire Dales,377,377.0
E00140292,Yorkshire Dales,340,46.05577689243027
E00140293,Yorkshire Dales,193,116.69767441860465
E00140294,Yorkshire Dales,342,234.37762237762237
E00140295,Yorkshire Dales,312,69.11392405063292
E00140296,Yorkshire Dales,225,225.0
E00140298,Yorkshire Dales,226,226.0
E00140305,Yorkshire Dales,171,171.0
E00140306,Yorkshire Dales,211,211.0
E00140307,Yorkshire Dales,191,112.3529411764706
E00140321,Yorkshire Dales,182,182.0
E00140322,Yorkshire Dales,238,238.0
E00140323,Yorkshire Dales,211,211.0
E00140324,Yorkshire Dales,241,241.0
E00140325,Yorkshire Dales,232,232.0
E00140326,Yorkshire Dales,293,293.0
E00140327,Yorkshire Dales,122,122.0
E00140332,Yorkshire Dales,351,325.0
E00140333,Yorkshire Dales,424,311.2340425531915
E00140334,Yorkshire Dales,285,268.11111111111114
E00140335,Yorkshire Dales,231,161.16279069767444
E00140337,Yorkshire Dales,259,133.84563758389262
E00140339,Yorkshire Dales,243,17.73722627737226
E00140340,Yorkshire Dales,398,142.29015544041454
E00140341,Yorkshire Dales,216,22.567164179104477
E00140345,Yorkshire Dales,234,42.75
E00140346,Yorkshire Dales,305,152.5
E00140348,Yorkshire Dales,181,40.45882352941177
E00140349,Yorkshire Dales,297,218.95620437956202
E00140351,Yorkshire Dales,188,188.0
E00140352,Yorkshire Dales,216,216.0
E00140353,Yorkshire Dales,213,213.0
E00140354,Yorkshire Dales,349,247.62380952380954
E00140357,Yorkshire Dales,343,49.0
E00140358,Yorkshire Dales,179,61.64238410596027
E00140429,Yorkshire Dales,122,122.0
E00140430,Yorkshire Dales,174,174.0
E00140431,Yorkshire Dales,138,138.0
E00140432,Yorkshire Dales,321,321.0
E00140433,Yorkshire Dales,125,125.00000000000001
E00140434,Yorkshire Dales,298,298.0
E00140435,Yorkshire Dales,315,315.0
E00140436,Yorkshire Dales,316,316.00000000000006
E00140468,North York Moors,142,8.738461538461538
E00140469,North York Moors,355,308.695652173913
E00140512,North York Moors,113,112.99999999999999
E00140519,North York Moors,137,137.0
E00140520,North York Moors,223,47.95698924731183
E00140600,North York Moors,268,148.35714285714286
E00140601,North York Moors,259,211.28947368421055
E00140602,North York Moors,196,196.0
E00140603,North York Moors,206,206.0
E00140679,North York Moors,313,313.0
E00140680,North York Moors,360,259.2857142857143
E00140681,North York Moors,190,181.55555555555557
E00140682,North York Moors,309,30.680851063829785
E00140683,North York Moors,252,237.6
E00140684,North York Moors,314,299.14864864864865
E00140737,North York Moors,249,196.24576271186442
E00140739,North York Moors,200,124.77064220183487
E00140742,North York Moors,152,145.3913043478261
E00140745,North York Moors,123,51.58064516129032
E00140749,North York Moors,115,24.80392156862745
E00141280,Yorkshire Dales,229,229.0
E00141281,Yorkshire Dales,304,304.0
E00141282,Yorkshire Dales,209,209.0
E00141283,Yorkshire Dales,242,242.0
E00141284,Yorkshire Dales,226,226.0
E00141285,Yorkshire Dales,106,106.0
E00141292,Yorkshire Dales,203,203.0
E00141294,Yorkshire Dales,376,55.24170616113744
E00141336,Yorkshire Dales,273,273.0
E00141337,Yorkshire Dales,249,249.0
E00141338,Yorkshire Dales,239,239.0
E00141339,Yorkshire Dales,278,278.0
E00141340,Yorkshire Dales,180,180.0
E00141373,Yorkshire Dales,194,194.0
E00141377,Yorkshire Dales,225,104.16666666666667
E00141389,Yorkshire Dales,269,269.0
E00141390,Yorkshire Dales,195,194.99999999999997
E00141393,Yorkshire Dales,360,360.0
E00141394,Yorkshire Dales,205,205.0
E00141397,Yorkshire Dales,353,353.0
E00141398,Yorkshire Dales,304,304.0
E00141435,Yorkshire Dales,182,182.0
E00141436,Yorkshire Dales,386,148.94565217391306
E00141437,Yorkshire Dales,249,249.0
E00141438,Yorkshire Dales,260,260.0
E00141447,North York Moors,223,73.74803149606299
E00141449,North York Moors,239,236.58585858585857
E00141452,North York Moors,323,155.9310344827586
E00141455,North York Moors,177,100.82278481012658
E00141458,North York Moors,159,159.0
E00141459,North York Moors,168,140.0
E00141460,North York Moors,160,160.0
E00141461,North York Moors,143,116.1875
E00141462,North York Moors,137,137.0
E00141463,North York Moors,220,220.0
E00141480,North York Moors,123,56.375
E00141482,North York Moors,190,190.0
E00141484,North York Moors,221,221.0
E00141486,North York Moors,274,51.18681318681318
E00141488,North York Moors,264,174.4
E00141489,North York Moors,307,13.644444444444446
E00141491,North York Moors,233,233.0
E00141492,North York Moors,193,90.8235294117647
E00141612,North York Moors,234,35.83783783783783
E00141613,North York Moors,295,104.35374149659863
E00141614,North York Moors,307,23.08270676691729
E00141615,North York Moors,471,55.28169014084507
E00141617,North York Moors,308,308.0
E00141619,North York Moors,255,198.1294964028777
E00141620,North York Moors,242,242.0
E00141621,North York Moors,283,283.0
E00141622,North York Moors,383,228.4156626506024
E00141623,North York Moors,258,258.0
E00141624,North York Moors,237,237.0
E00141625,North York Moors,187,187.0
E00141682,North York Moors,126,126.0
E00141683,North York Moors,290,290.0
E00141684,North York Moors,427,427.0
E00141685,North York Moors,281,281.0
E00141686,North York Moors,254,254.0
E00141687,North York Moors,364,364.0
E00141688,North York Moors,150,150.0
E00141691,North York Moors,358,267.36708860759495
E00141697,North York Moors,316,308.65116279069764
E00141703,North York Moors,280,35.0
E00141704,North York Moors,319,294.11347517730496
E00141726,North York Moors,235,235.0
E00141727,North York Moors,232,232.00000000000003
E00141730,North York Moors,263,151.12686567164178
E00141731,North York Moors,322,319.29411764705884
E00141734,North York Moors,252,137.11764705882354
E00141736,North York Moors,340,339.99999999999994
E00141737,North York Moors,289,289.0
E00141738,North York Moors,150,150.0
E00141739,North York Moors,223,223.0
E00141740,North York Moors,290,290.0
E00141741,North York Moors,195,195.0
E00141781,North York Moors,310,310.0
E00141782,North York Moors,235,235.0
E00141783,North York Moors,177,177.0
E00141784,North York Moors,269,269.0
E00141785,North York Moors,246,246.0
E00141786,North York Moors,243,243.0
E00141787,North York Moors,245,244.99999999999997
E00141788,North York Moors,218,218.0
E00141810,North York Moors,368,17.216374269005847
E00141811,North York Moors,343,159.3290322580645
E00141827,North York Moors,248,248.0
E00141828,North York Moors,317,317.0
E00141829,North York Moors,271,271.0
E00141830,North York Moors,196,196.0
E00141831,North York Moors,231,231.0
E00141832,North York Moors,261,261.0
E00141833,North York Moors,146,146.0
E00141834,North York Moors,347,347.0
E00141835,North York Moors,218,218.0
E00141837,North York Moors,254,254.0
E00141838,North York Moors,194,163.6875
E00141839,North York Moors,196,196.0
E00141840,North York Moors,246,246.0
E00141910,North York Moors,224,224.0
E00141911,North York Moors,241,241.0
E00141920,North York Moors,235,66.09375
E00141923,North York Moors,262,50.70967741935483
E00141924,North York Moors,310,310.0
E00149412,Exmoor,416,416.0
E00149413,Exmoor,206,206.0
E00149414,Exmoor,241,241.00000000000003
E00149415,Exmoor,270,270.0
E00149416,Exmoor,287,18.666666666666668
E00149418,Exmoor,263,47.040650406504064
E00149420,Exmoor,290,16.948051948051948
E00149422,Exmoor,222,24.0
E00149423,Exmoor,288,95.29411764705883
E00149426,Exmoor,302,19.695652173913043
E00149430,Exmoor,171,171.0
E00149431,Exmoor,219,219.0
E00149432,Exmoor,184,184.0
E00149433,Exmoor,353,202.7872340425532
E00149434,Exmoor,283,282.99999999999994
E00149435,Exmoor,170,170.0
E00149436,Exmoor,174,174.0
E00149438,Exmoor,209,207.49640287769785
E00149439,Exmoor,391,391.0
E00149440,Exmoor,134,134.0
E00149441,Exmoor,218,218.0
E00149469,Exmoor,265,265.0
E00149470,Exmoor,102,72.32727272727273
E00149471,Exmoor,171,99.4186046511628
E00149473,Exmoor,255,255.0
E00149474,Exmoor,310,224.014598540146
E00149478,Exmoor,189,189.0
E00149479,Exmoor,244,244.0
E00149480,Exmoor,296,296.0
E00149481,Exmoor,252,252.0
E00149482,Exmoor,193,193.0
E00149483,Exmoor,196,196.0
E00149484,Exmoor,224,224.0
E00149485,Exmoor,232,232.0
E00149486,Exmoor,243,242.99999999999997
E00149494,Exmoor,249,244.85000000000002
E00149495,Exmoor,169,169.0
E00149496,Exmoor,227,226.99999999999997
E00149497,Exmoor,297,297.0
E00151830,Peak District,240,240.0
E00151831,Peak District,273,89.61068702290075
E00151832,Peak District,151,151.0
E00151833,Peak District,380,276.8571428571429
E00151834,Peak District,231,230.99999999999997
E00151855,Peak District,259,259.0
E00151858,Peak District,318,217.93006993006992
E00151860,Peak District,426,362.45303867403317
E00151942,Peak District,206,206.0
E00151943,Peak District,259,259.0
E00151944,Peak District,210,210.0
E00151945,Peak District,309,309.0
E00151946,Peak District,214,182.6829268292683
E00151947,Peak District,210,209.99999999999997
E00151948,Peak District,316,316.0
E00154141,The Broads,279,77.67613636363636
E00154143,The Broads,240,35.55555555555556
E00154146,The Broads,220,47.61194029850746
E00154182,The Broads,266,75.10588235294118
E00154191,The Broads,209,75.85925925925926
E00154208,The Broads,319,16.181159420289855
E00154344,The Broads,139,35.74285714285715
E00154346,The Broads,192,17.454545454545453
E00154388,The Broads,324,15.120000000000001
E00154390,The Broads,348,188.03225806451613
E00154391,The Broads,234,72.8
E00154392,The Broads,168,168.0
E00154401,The Broads,265,61.76691729323308
E00154479,The Broads,211,38.15957446808511
E00154480,The Broads,187,91.42222222222223
E00154486,The Broads,136,64.65573770491802
E00154492,The Broads,253,59.650406504065046
E00154499,The Broads,364,32.5
E00159802,South Downs,367,47.8695652173913
E00159862,South Downs,437,437.0
E00159904,South Downs,362,37.19178082191781
E00160044,South Downs,145,73.52112676056338
E00160054,South Downs,211,45.55681818181819
E00160058,South Downs,263,36.41538461538461
E00160059,South Downs,213,36.51428571428571
E00160060,South Downs,238,30.126582278481013
E00160061,South Downs,214,43.11940298507463
E00160068,South Downs,199,41.45833333333333
E00160069,South Downs,172,172.0
E00160070,South Downs,142,142.0
E00160071,South Downs,386,174.17073170731706
E00160072,South Downs,172,171.99999999999997
E00160079,South Downs,351,29.473282442748094
E00160239,South Downs,313,313.0
E00160240,South Downs,134,134.0
E00160241,South Downs,263,263.0
E00160242,South Downs,243,243.0
E00160243,South Downs,358,358.0
E00160244,South Downs,226,226.0
E00160245,South Downs,298,298.0
E00160246,South Downs,201,201.0
E00160247,South Downs,262,262.0
E00160248,South Downs,236,236.0
E00160461,South Downs,144,144.0
E00160462,South Downs,242,242.0
E00160463,South Downs,299,296.62698412698415
E00160467,South Downs,173,115.33333333333333
E00160519,South Downs,344,53.75
E00160522,South Downs,112,112.0
E00160523,South Downs,184,184.0
E00160524,South Downs,214,214.0
E00160525,South Downs,302,302.0
E00160526,South Downs,415,415.00000000000006
E00160528,South Downs,392,392.0
E00160529,South Downs,231,231.0
E00160530,South Downs,361,361.0
E00160531,South Downs,421,421.0
E00160532,South Downs,286,286.0
E00160533,South Downs,226,226.0
E00160629,South Downs,234,234.0
E00160630,South Downs,265,265.0
E00160631,South Downs,327,327.0
E00160632,South Downs,206,206.0
E00160634,South Downs,347,347.00000000000006
E00160635,South Downs,267,267.0
E00160636,South Downs,338,338.0
E00160652,South Downs,243,243.0
E00160653,South Downs,295,295.0
E00160654,South Downs,293,293.0
E00160655,South Downs,270,264.9056603773585
E00160656,South Downs,298,298.0
E00160657,South Downs,272,272.0
E00160658,South Downs,351,351.00000000000006
E00160659,South Downs,384,384.0
E00160660,South Downs,315,315.0
E00160661,South Downs,232,232.0
E00160665,South Downs,388,342.17322834645665
E00160667,South Downs,280,220.6779661016949
E00160676,South Downs,448,448.0
E00160677,South Downs,305,103.97727272727272
E00160678,South Downs,270,267.8225806451613
E00160679,South Downs,287,131.54166666666666
E00160680,South Downs,339,339.0
E00160681,South Downs,333,253.82517482517483
E00160682,South Downs,311,311.0
E00160683,South Downs,308,308.0
E00160684,South Downs,336,336.0
E00160685,South Downs,351,351.0
E00160686,South Downs,253,253.0
E00160687,South Downs,267,267.0
E00160688,South Downs,277,277.0
E00160689,South Downs,322,322.0
E00160690,South Downs,243,243.00000000000003
E00160691,South Downs,292,292.0
E00160692,South Downs,356,356.0
E00160693,South Downs,319,319.0
E00160694,South Downs,476,402.7692307692307
E00160695,South Downs,273,216.125
E00160697,South Downs,260,260.0
E00160698,South Downs,188,188.0
E00160699,South Downs,292,292.0
E00160700,South Downs,250,250.0
E00160701,South Downs,198,198.0
E00160702,South Downs,319,319.0
E00160703,South Downs,309,309.0
E00160704,South Downs,222,222.0
E00160705,South Downs,267,267.0
E00160706,South Downs,231,231.0
E00160707,South Downs,254,254.0
E00160708,South Downs,243,243.00000000000003
E00160709,South Downs,232,232.0
E00160710,South Downs,420,420.0
E00160711,South Downs,297,297.0
E00160712,South Downs,324,324.0
E00160713,South Downs,277,277.0
E00160714,South Downs,364,364.0
E00160715,South Downs,418,418.0
E00160723,South Downs,207,161.79310344827587
E00160724,South Downs,257,257.0
E00160725,South Downs,182,182.0
E00160726,South Downs,289,289.0
E00160727,South Downs,193,193.0
E00160728,South Downs,115,115.0
E00160729,South Downs,253,253.0
E00160730,South Downs,358,358.0
E00160731,South Downs,278,278.0
E00160732,South Downs,428,428.0
E00160733,South Downs,360,359.99999999999994
E00160734,South Downs,225,225.00000000000003
E00160735,South Downs,227,224.73
E00160736,South Downs,284,284.0
E00160737,South Downs,413,413.0
E00160738,South Downs,215,215.0
E00160739,South Downs,267,267.0
E00160740,South Downs,233,233.0
E00160745,South Downs,271,271.0
E00160746,South Downs,320,320.0
E00160747,South Downs,190,190.0
E00160748,South Downs,263,263.0
E00160749,South Downs,356,356.0
E00160756,South Downs,283,283.0
E00160757,South Downs,304,304.0
E00160758,South Downs,304,304.0
E00160759,South Downs,231,231.0
E00160760,South Downs,307,307.0
E00160761,South Downs,375,375.0
E00160762,South Downs,297,297.0
E00160763,South Downs,368,368.00000000000006
E00160832,South Downs,241,241.0
E00160833,South Downs,168,168.0
E00160834,South Downs,306,306.0
E00160835,South Downs,307,307.0
E00160836,South Downs,292,292.0
E00160837,South Downs,265,265.0
E00160838,South Downs,268,268.0
E00160839,South Downs,251,251.0
E00160840,South Downs,163,163.0
E00160867,South Downs,457,67.05978260869566
E00160873,South Downs,325,174.62686567164178
E00160879,South Downs,204,116.57142857142857
E00161228,South Downs,302,74.3731343283582
E00161230,South Downs,212,9.217391304347826
E00161240,South Downs,312,145.24137931034483
E00161241,South Downs,374,272.70833333333337
E00161245,South Downs,283,18.68867924528302
E00161280,South Downs,227,47.29166666666667
E00161281,South Downs,280,280.0
E00161282,South Downs,280,280.0
E00161283,South Downs,220,220.0
E00161285,South Downs,284,191.39130434782606
E00161287,South Downs,292,20.137931034482758
E00161289,South Downs,589,329.3333333333333
E00161301,South Downs,418,122.02484472049689
E00161304,South Downs,376,70.5
E00161461,South Downs,318,318.0
E00161462,South Downs,328,328.0
E00161463,South Downs,277,277.0
E00161471,South Downs,407,112.92485549132948
E00161569,South Downs,285,87.24489795918367
E00161576,South Downs,530,42.4
E00161868,South Downs,163,163.0
E00161983,South Downs,294,294.0
E00161985,South Downs,358,76.88590604026845
E00162004,South Downs,410,394.05555555555554
E00162005,South Downs,298,298.0
E00162324,South Downs,353,64.952
E00163054,New Forest,361,233.42857142857144
E00163055,New Forest,266,266.0
E00163056,New Forest,358,238.66666666666666
E00163057,New Forest,228,228.00000000000003
E00163058,New Forest,305,305.0
E00163059,New Forest,348,348.0
E00163062,New Forest,361,22.72027972027972
E00163169,New Forest,331,107.98581560283688
E00163170,New Forest,301,301.0
E00163172,New Forest,285,269.1666666666667
E00163175,New Forest,304,244.12121212121215
E00163176,New Forest,240,30.769230769230766
E00165956,Dartmoor,262,262.0
E00166609,South Downs,392,53.925925925925924
E00166610,South Downs,394,394.00000000000006
E00168547,Lake District,306,285.887323943662
E00168548,Yorkshire Dales,132,132.0
E00168550,Yorkshire Dales,246,245.99999999999997
E00169839,The Broads,317,37.294117647058826
E00170108,North York Moors,315,315.0
E00170109,North York Moors,498,297.4166666666667
E00170893,South Downs,420,186.9230769230769
E00171033,North York Moors,290,86.13861386138613
E00171455,New Forest,419,23.386046511627907
E00172135,South Downs,289,289.0
E00172136,South Downs,296,296.0
E00172137,South Downs,350,350.0
E00172337,Peak District,345,280.1677852348993
E00174337,Peak District,402,402.0
E00174338,Peak District,336,336.0
E00174339,Peak District,421,421.00000000000006
E00176348,Northumberland,253,32.645161290322584
E00179282,Lake District,441,341.9618644067796
E00179283,Lake District,287,287.0
E00180228,Dartmoor,724,724.0
E00180257,Dartmoor,100,100.0
E00180295,Peak District,392,150.61052631578949
E00181170,Dartmoor,304,20.885496183206108
E00181211,South Downs,381,167.10526315789474
E00181254,South Downs,141,14.100000000000001
E00183035,New Forest,332,332.0
E00184680,The Broads,158,45.30882352941177
E00184785,South Downs,276,25.555555555555554
E00184795,South Downs,3330,1150.3636363636365
E00184832,South Downs,469,469.0
E00184847,South Downs,421,421.0
E00184903,South Downs,350,30.743243243243242
E00184907,South Downs,168,168.0
E00184925,South Downs,296,296.0
E00185012,South Downs,450,119.84924623115577
E00185030,South Downs,198,198.0
E00188578,South Downs,226,226.0
E00188599,South Downs,194,194.0
E00188684,South Downs,231,231.0
E00189796,Yorkshire Dales,389,354.4222222222222
E00189801,Yorkshire Dales,237,237.0
E00189802,Yorkshire Dales,215,90.36231884057972
E00189803,North York Moors,351,21.144578313253014
E00189806,North York Moors,273,49.63636363636364
E00189866,North York Moors,358,327.6339285714286
E00189876,North York Moors,102,102.0
