OA21CD,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,index_righ,CODE,NAME,MEASURE,DESIG_DATE,HOTLINK,STATUS,National_P,Park_Popul,address_in,total_addr,address_ou,OA_Populat,pop_per_ad,pop_inside,pop_outsid,percentage_in,Threshold_0,Threshold_5,Threshold_10,Threshold_15,Threshold_20,Threshold_25,Threshold_30,Threshold_35,Threshold_40,Threshold_45,Threshold_50,Threshold_55,Threshold_60,Threshold_65,Threshold_70,Threshold_75,Threshold_80,Threshold_85,Threshold_90,Threshold_95
E00099863,E01019737,High Peak 013C,,416376,383055,53.3442,-1.75549,e60ba3dc-14ec-4b48-8396-4f6961871e62,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,322,140.0,140,0.0,322,2.3,322.0,0.0,1.0,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
E00099864,E01019737,High Peak 013C,,416546,385392,53.3652,-1.75281,12111671-7ad8-44b4-bfab-731ad58f7cee,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,302,149.0,149,0.0,302,2.026845637583893,302.0,0.0,1.0,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302
E00099865,E01019737,High Peak 013C,,416730,384134,53.3538,-1.75011,cad380d7-8dd7-4b1f-a6e5-0a34033eeb4b,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,222,134.0,134,0.0,222,1.656716417910448,222.0,0.0,1.0,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
E00099866,E01019736,High Peak 013B,,410468,380235,53.319,-1.84432,d87b4a17-218b-49ab-99a6-d4edf1d7ba10,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,330,130.0,139,9.0,330,2.37410071942446,308.63309352517985,21.366906474820144,0.935251798561151,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,
E00099867,E01019735,High Peak 013A,,419781,383904,53.3517,-1.70429,9809c0a9-9849-4e73-837d-9bb39d6d936b,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,152,62.0,62,0.0,152,2.451612903225806,152.0,0.0,1.0,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
E00099884,E01019741,High Peak 013I,,406771,379127,53.3091,-1.89984,efe6ebec-5063-433a-9330-12f437ba9297,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,256,0.0,122,122.0,256,2.098360655737705,0.0,256.0,0.0,256,,,,,,,,,,,,,,,,,,,
E00099885,E01019741,High Peak 013I,,407068,377739,53.2966,-1.89541,c83ef62e-6667-4878-b188-191dae2f584a,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,250,0.0,116,116.0,250,2.155172413793104,0.0,250.00000000000003,0.0,250,,,,,,,,,,,,,,,,,,,
E00099898,E01019744,High Peak 006D,,401974,385229,53.3639,-1.97179,e99e543a-1732-4fa6-b50e-45d66b48ebc2,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,152,3.0,74,71.0,152,2.054054054054054,6.162162162162161,145.83783783783784,0.04054054054054054,152,,,,,,,,,,,,,,,,,,,
E00099920,E01019749,High Peak 004B,,404849,393732,53.4403,-1.92846,78b8bd92-76f3-4e1a-ba4e-a037f4a99b37,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,301,0.0,117,117.0,301,2.572649572649573,0.0,301.0,0.0,301,,,,,,,,,,,,,,,,,,,
E00099922,E01019750,High Peak 003D,,404340,394712,53.4492,-1.93611,4bc9d638-f99d-4b0f-8542-5067f7cf5ac3,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,406,0.0,240,240.0,406,1.691666666666667,0.0,406.0,0.0,406,,,,,,,,,,,,,,,,,,,
E00099925,E01019750,High Peak 003D,,404670,394613,53.4483,-1.93114,ef1d8ab1-1143-4002-94c6-e9a7c4635040,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,297,0.0,154,154.0,297,1.928571428571429,0.0,297.0,0.0,297,,,,,,,,,,,,,,,,,,,
E00099926,E01019749,High Peak 004B,,404899,394337,53.4458,-1.9277,c1505d1b-f26e-4c20-89df-ea5277ce9102,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,185,0.0,89,89.0,185,2.078651685393258,0.0,185.0,0.0,185,,,,,,,,,,,,,,,,,,,
E00099929,E01019749,High Peak 004B,,404665,393173,53.4353,-1.93124,740c8484-82b0-43ae-ba32-4d03120e2305,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,223,0.0,102,102.0,223,2.186274509803921,0.0,222.99999999999997,0.0,223,,,,,,,,,,,,,,,,,,,
E00099937,E01019753,High Peak 001C,,403493,396272,53.4632,-1.94885,3d3872da-46a3-46b4-ae7e-00d6e9210818,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,239,0.0,122,122.0,239,1.959016393442623,0.0,239.0,0.0,239,,,,,,,,,,,,,,,,,,,
E00099942,E01019752,High Peak 001B,,402530,396638,53.4665,-1.96335,f6b13e46-9f50-40fb-8b46-254639da9e28,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,261,0.0,113,113.0,261,2.309734513274336,0.0,261.0,0.0,261,,,,,,,,,,,,,,,,,,,
E00099945,E01019754,High Peak 004C,,406569,394861,53.4505,-1.90255,662bca4a-b2f1-4ab6-8b66-2746acf086ac,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,216,74.0,96,22.0,216,2.25,166.5,49.5,0.7708333333333334,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,,,,
E00099947,E01019754,High Peak 004C,,401488,393013,53.4339,-1.97906,b37ae41b-d226-4e53-b0f9-ef6e3d4606fa,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,289,6.0,132,126.0,289,2.189393939393939,13.136363636363637,275.8636363636364,0.045454545454545456,289,,,,,,,,,,,,,,,,,,,
E00099950,E01019754,High Peak 004C,,399743,392059,53.4253,-2.00533,ecb65624-581f-4ddb-acbb-eb8d2428126d,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,294,0.0,140,140.0,294,2.1,0.0,294.0,0.0,294,,,,,,,,,,,,,,,,,,,
E00099951,E01019755,High Peak 005D,,403070,389099,53.3987,-1.95529,3c872140-51b4-4b5f-98ba-baa64b04fdae,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,299,156.0,156,0.0,299,1.916666666666667,299.0,0.0,1.0,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299
E00099952,E01019755,High Peak 005D,,402607,387006,53.3799,-1.96227,00d4485a-c135-452d-a865-b33c2ede4039,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,312,15.0,148,133.0,312,2.108108108108108,31.621621621621617,280.37837837837833,0.10135135135135136,312,312,312,,,,,,,,,,,,,,,,,
E00099953,E01019755,High Peak 005D,,401195,389029,53.3981,-1.98349,6434412a-6f35-4306-850a-57b5f51f1176,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,203,54.0,90,36.0,203,2.255555555555556,121.8,81.2,0.6,203,203,203,203,203,203,203,203,203,203,203,203,203,,,,,,,
E00099962,E01019756,High Peak 004D,,402223,393225,53.4358,-1.968,d09b5bd3-9c8a-4a11-a4f8-611a6598c081,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,268,0.0,118,118.0,268,2.271186440677966,0.0,268.0,0.0,268,,,,,,,,,,,,,,,,,,,
E00099968,E01019758,High Peak 004F,,403012,392850,53.4324,-1.95612,5093b3b6-bce7-4d04-8fae-dac04a154b43,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,198,0.0,128,128.0,198,1.546875,0.0,198.0,0.0,198,,,,,,,,,,,,,,,,,,,
E00099978,E01019759,High Peak 011C,,407693,373457,53.2581,-1.88614,939812e9-4127-4a0f-9f69-d0c7f415ea7d,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,243,0.0,151,151.0,243,1.609271523178808,0.0,243.0,0.0,243,,,,,,,,,,,,,,,,,,,
E00099991,E01019763,High Peak 001D,,402277,396729,53.4673,-1.96716,69d535f2-ff14-4f6d-9df3-f884e20b099d,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,339,0.0,158,158.0,339,2.145569620253164,0.0,339.0,0.0,339,,,,,,,,,,,,,,,,,,,
E00099992,E01019763,High Peak 001D,,402051,396772,53.4677,-1.97056,362513ed-6265-4400-a34a-a6acc484cf4d,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,353,0.0,140,140.0,353,2.521428571428571,0.0,353.0,0.0,353,,,,,,,,,,,,,,,,,,,
E00099993,E01019763,High Peak 001D,,408454,400844,53.5042,-1.87401,068899ec-dc83-4640-901b-8be768476635,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,387,108.0,181,73.0,387,2.138121546961326,230.9171270718232,156.08287292817678,0.5966850828729282,387,387,387,387,387,387,387,387,387,387,387,387,,,,,,,,
E00100000,E01019766,High Peak 005E,,399935,382016,53.3351,-2.00243,09c74064-8f7e-46ff-9b21-530f9f95f67f,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,356,0.0,139,139.0,356,2.561151079136691,0.0,356.0,0.0,356,,,,,,,,,,,,,,,,,,,
E00100007,E01019764,High Peak 008C,,401413,378790,53.3061,-1.98025,a34fa713-aa46-4a17-abd9-ae9f117233a5,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,227,32.0,99,67.0,227,2.292929292929293,73.37373737373737,153.62626262626262,0.32323232323232326,227,227,227,227,227,227,227,,,,,,,,,,,,,
E00100014,E01019764,High Peak 008C,,399702,380871,53.3248,-2.00593,3ceaa157-b0ac-416b-8749-09984206008c,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,303,0.0,121,121.0,303,2.504132231404959,0.0,303.0,0.0,303,,,,,,,,,,,,,,,,,,,
E00100018,E01019768,High Peak 003F,,404375,393300,53.4365,-1.9356,c85b1583-b216-4c4d-beba-42e393fa39f7,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,253,0.0,135,135.0,253,1.874074074074074,0.0,253.0,0.0,253,,,,,,,,,,,,,,,,,,,
E00100025,E01019768,High Peak 003F,,403924,392924,53.4331,-1.9424,d0aa7856-bc05-4cae-8b4f-0c1bab8fdef5,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,238,0.0,127,127.0,238,1.874015748031496,0.0,238.0,0.0,238,,,,,,,,,,,,,,,,,,,
E00100027,E01019769,North East Derbyshire 010A,,432820,364805,53.1794,-1.51038,da6b7dac-36bc-4b08-8858-035612952d0d,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,364,0.0,98,98.0,364,3.714285714285714,0.0,364.0,0.0,364,,,,,,,,,,,,,,,,,,,
E00100034,E01019770,North East Derbyshire 005A,,431419,374725,53.2686,-1.53037,c7ccbf56-d02e-4b46-903f-26dbec15b092,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,355,0.0,141,141.0,355,2.517730496453901,0.0,355.0,0.0,355,,,,,,,,,,,,,,,,,,,
E00100036,E01019770,North East Derbyshire 005A,,429570,376756,53.287,-1.5579,5c509c84-f320-4e67-9514-81ef562a2844,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,251,17.0,99,82.0,251,2.535353535353535,43.101010101010104,207.8989898989899,0.1717171717171717,251,251,251,251,,,,,,,,,,,,,,,,
E00100038,E01019770,North East Derbyshire 005A,,431592,377339,53.2921,-1.52752,33dae2e3-2663-4277-8b2a-1a6a58595b41,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,226,1.0,103,102.0,226,2.194174757281553,2.194174757281553,223.80582524271844,0.009708737864077669,226,,,,,,,,,,,,,,,,,,,
E00100041,E01019771,North East Derbyshire 008A,,430968,371023,53.2354,-1.53749,ecb2dbaf-7f21-46bd-8b2c-820f5e225340,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,317,20.0,141,121.0,317,2.24822695035461,44.9645390070922,272.0354609929078,0.14184397163120568,317,317,317,,,,,,,,,,,,,,,,,
E00100045,E01019772,North East Derbyshire 008B,,432778,368450,53.2121,-1.51064,480548bf-d83b-4c3c-a23e-979881f81232,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,332,0.0,157,157.0,332,2.114649681528662,0.0,332.0,0.0,332,,,,,,,,,,,,,,,,,,,
E00100046,E01019771,North East Derbyshire 008A,,432319,370063,53.2267,-1.51735,602d46c5-6df3-418c-936f-5d9188e32e82,3,8,PEAK DISTRICT,1438.0,1951-04-17,http://www.peakdistrict.gov.uk/,Designated,PEAK DISTRICT,134,0.0,53,53.0,134,2.528301886792453,0.0,134.0,0.0,134,,,,,,,,,,,,,,,,,,,
E00101505,E01020050,Mid Devon 001C,,295910,125001,51.0149,-3.48526,e3409a97-5bf8-403d-876d-c01362265307,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,324,0.0,162,162.0,324,2.0,0.0,324.0,0.0,324,,,,,,,,,,,,,,,,,,,
E00101684,E01020082,Mid Devon 009D,,276105,93994,50.7323,-3.75695,3c7a841a-e7c4-483f-b1bf-471d734c810f,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,461,0.0,182,182.0,461,2.532967032967033,0.0,461.0,0.0,461,,,,,,,,,,,,,,,,,,,
E00101685,E01020082,Mid Devon 009D,,277156,92033,50.7149,-3.74141,66c71829-1eda-4ad0-bb73-5e590ed6ac5a,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,295,40.0,138,98.0,295,2.13768115942029,85.5072463768116,209.49275362318843,0.2898550724637681,295,295,295,295,295,295,,,,,,,,,,,,,,
E00101712,E01020087,North Devon 014A,,286330,125808,51.0204,-3.62203,10f9beac-88ab-4bba-a3a8-96c78c83317e,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,233,0.0,115,115.0,233,2.026086956521739,0.0,232.99999999999997,0.0,233,,,,,,,,,,,,,,,,,,,
E00101716,E01020087,North Devon 014A,,284665,128164,51.0412,-3.64651,3ebb8e00-e857-46e6-b7da-1982a6976a5f,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,187,3.0,66,63.0,187,2.833333333333333,8.5,178.5,0.045454545454545456,187,,,,,,,,,,,,,,,,,,,
E00101721,E01020088,North Devon 006A,,268311,140758,51.1509,-3.88425,cec2ba99-e499-4d54-802b-5a83a75ebff5,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,164,54.0,62,8.0,164,2.645161290322581,142.83870967741936,21.161290322580644,0.8709677419354839,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,,
E00101792,E01020100,North Devon 002B,,260854,146696,51.2025,-3.9931,a0f51904-dbc6-4170-b95f-8d158a070e83,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,351,20.0,161,141.0,351,2.180124223602484,43.60248447204968,307.3975155279503,0.12422360248447205,351,351,351,,,,,,,,,,,,,,,,,
E00101796,E01020099,North Devon 002A,,258062,147219,51.2065,-4.03325,54df6543-a582-44dc-b389-333927dee2fc,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,269,17.0,149,132.0,269,1.805369127516778,30.691275167785236,238.30872483221475,0.11409395973154363,269,269,269,,,,,,,,,,,,,,,,,
E00101797,E01020100,North Devon 002B,,265883,148088,51.2162,-3.92168,b7232f3c-8a67-46cc-85ef-74a6182b5976,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,152,73.0,73,0.0,152,2.082191780821918,152.0,0.0,1.0,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
E00101798,E01020100,North Devon 002B,,266690,145514,51.1932,-3.90918,75b5a825-087f-4cb6-88a9-084d4467758c,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,307,136.0,136,0.0,307,2.257352941176471,307.0,0.0,1.0,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307
E00101915,E01020126,North Devon 002D,,276577,146741,51.2065,-3.76818,635c71a1-3633-47fa-ac93-5d53f2d08967,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,204,108.0,108,0.0,204,1.888888888888889,204.0,0.0,1.0,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204
E00101916,E01020126,North Devon 002D,,272036,149351,51.229,-3.83408,453b2fd8-cfa4-4694-918c-eda0723d02fd,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,345,216.0,216,0.0,345,1.597222222222222,345.0,0.0,1.0,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345
E00101917,E01020126,North Devon 002D,,271387,146068,51.1993,-3.84219,52780a1b-881b-4da1-9bb9-fd07bf2179a5,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,300,128.0,128,0.0,300,2.34375,300.0,0.0,1.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
E00101918,E01020126,North Devon 002D,,272700,149362,51.2292,-3.82458,4ba403ce-a007-439e-a6a0-edcbe755b34b,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,239,144.0,144,0.0,239,1.659722222222222,239.0,0.0,1.0,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
E00101919,E01020126,North Devon 002D,,271374,149323,51.2285,-3.84355,6ec4cc07-cbb6-4a04-8e64-ac6ad32d59fe,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,255,139.0,139,0.0,255,1.834532374100719,255.0,0.0,1.0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
E00101920,E01020126,North Devon 002D,,271899,148485,51.2211,-3.83573,d4ae663c-2c93-44d6-bff3-cfb127cba9bc,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,260,164.0,164,0.0,260,1.585365853658537,260.0,0.0,1.0,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
E00101922,E01020127,North Devon 006C,,262955,143912,51.178,-3.96198,f1042129-73ab-41f6-b041-9797614a2848,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,355,17.0,130,113.0,355,2.730769230769231,46.42307692307693,308.5769230769231,0.13076923076923078,355,355,355,,,,,,,,,,,,,,,,,
E00101940,E01020131,North Devon 013B,,269710,135877,51.1073,-3.86249,4b2d0a26-c385-44aa-9341-bf54c8a0b6e0,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,408,14.0,189,175.0,408,2.158730158730159,30.22222222222222,377.77777777777777,0.07407407407407407,408,408,,,,,,,,,,,,,,,,,,
E00101942,E01020131,North Devon 013B,,279897,128946,51.0473,-3.71474,ca988ba4-5bfb-434e-9408-c16ec851d68f,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,257,17.0,119,102.0,257,2.159663865546218,36.714285714285715,220.28571428571428,0.14285714285714285,257,257,257,,,,,,,,,,,,,,,,,
E00101943,E01020131,North Devon 013B,,274006,130689,51.0617,-3.79935,1bc7ed5a-5abe-47f7-badc-7b2ec023f222,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,389,0.0,161,161.0,389,2.416149068322981,0.0,389.0,0.0,389,,,,,,,,,,,,,,,,,,,
E00101944,E01020131,North Devon 013B,,274153,134022,51.0916,-3.79841,cbb3c762-f0c5-494e-8e66-88d6a5737145,1,3,EXMOOR,693.0,1954-10-19,http://www.exmoor-nationalpark.gov.uk/,Designated,EXMOOR,391,49.0,151,102.0,391,2.589403973509934,126.88079470198676,264.11920529801324,0.32450331125827814,391,391,391,391,391,391,391,,,,,,,,,,,,,
E00102012,E01020145,South Hams 001B,,249718,62876,50.4464,-4.11802,82b9d3fe-1602-4e38-bb0f-2f5ce7d22edd,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,559,4.0,229,225.0,559,2.441048034934498,9.764192139737991,549.2358078602621,0.017467248908296942,559,,,,,,,,,,,,,,,,,,,
E00102022,E01020145,South Hams 001B,,258509,64843,50.4663,-3.99502,9bfeac77-dd30-440e-b187-d73f4b7b8a75,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,276,2.0,132,130.0,276,2.090909090909091,4.181818181818182,271.8181818181818,0.015151515151515152,276,,,,,,,,,,,,,,,,,,,
E00102023,E01020145,South Hams 001B,,254487,61967,50.4394,-4.05054,50ce7ab6-0194-4e46-894a-b400c81a638e,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,313,81.0,120,39.0,313,2.608333333333333,211.275,101.72500000000001,0.675,313,313,313,313,313,313,313,313,313,313,313,313,313,313,,,,,,
E00102031,E01020148,South Hams 002A,,260058,61653,50.438,-3.97202,d7ea11be-57ad-439b-bfa3-228574905fbc,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,250,92.0,121,29.0,250,2.066115702479339,190.08264462809916,59.91735537190082,0.7603305785123967,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,,,,
E00102032,E01020148,South Hams 002A,,260510,59419,50.418,-3.96483,8e006a48-1185-46f6-b74e-d6fd2bbe5268,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,299,123.0,123,0.0,299,2.430894308943089,299.0,0.0,1.0,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299
E00102033,E01020148,South Hams 002A,,262774,61631,50.4384,-3.93379,acb3fcc6-d67b-4c41-815d-0ee2687f3548,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,309,118.0,140,22.0,309,2.207142857142857,260.4428571428572,48.557142857142864,0.8428571428571429,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,,,
E00102034,E01020148,South Hams 002A,,259456,58939,50.4134,-3.97947,4c35ca70-72c3-40ad-9458-0e9d4196d539,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,257,0.0,129,129.0,257,1.992248062015504,0.0,257.0,0.0,257,,,,,,,,,,,,,,,,,,,
E00102078,E01020157,South Hams 002B,,270871,64775,50.4685,-3.82091,e3a95732-87a6-40a5-b093-b0e5fd3809e8,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,220,77.0,93,16.0,220,2.365591397849462,182.1505376344086,37.8494623655914,0.8279569892473119,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,,,
E00102079,E01020157,South Hams 002B,,268091,70662,50.5208,-3.86214,cf50abde-b8a5-45b2-8ce4-add9dbe0faf7,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,300,136.0,136,0.0,300,2.205882352941177,300.0,0.0,1.0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
E00102080,E01020157,South Hams 002B,,274506,62282,50.4469,-3.76888,ec46bf20-6833-4da2-9e5b-ab26c95863c9,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,577,3.0,218,215.0,577,2.646788990825688,7.940366972477064,569.059633027523,0.013761467889908258,577,,,,,,,,,,,,,,,,,,,
E00102081,E01020157,South Hams 002B,,268002,63047,50.4524,-3.86071,49ddbf40-50ae-46d5-96bc-7de0200816e3,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,283,109.0,110,1.0,283,2.572727272727273,280.42727272727274,2.572727272727273,0.990909090909091,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283
E00102082,E01020157,South Hams 002B,,276507,66562,50.4858,-3.74212,daac9d49-f3e4-456c-ae0f-ab95100ca7f2,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,432,0.0,175,175.0,432,2.468571428571428,0.0,432.0,0.0,432,,,,,,,,,,,,,,,,,,,
E00102084,E01020157,South Hams 002B,,270088,67249,50.4906,-3.8328,abb6e592-184a-4573-adf9-5e000fd448f3,2,2,DARTMOOR,956.0,1951-10-30,https://www.dartmoor.gov.uk/,Designated,DARTMOOR,295,110.0,110,0.0,295,2.681818181818182,295.0,0.0,1.0,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295
